Burundi,479.663391,438.3196989,423.5814383,451.3353057,501.8664849,541.8395645,509.9666489,532.3638329,543.1317097,604.5086079,561.8587448,582.6432259,585.1283269,588.2911828,614.158825,1106.783779,1069.922109,1198.993974,1274.211202,688.5700195
Cambodia,392.3258372,358.5100427,346.4553382,369.1557558,410.4861712,406.3796734,382.4749867,399.2728746,407.3487823,453.381456,247.6175891,256.7775482,257.8727607,259.2666675,270.6668339,237.9697374,230.0441045,257.7958647,273.9683314,148.0495377
Cameroon,323.0103182,295.1690458,285.2441477,303.9338908,337.9621127,1199.435763,1128.880718,1178.459939,1202.296103,1338.162237,2153.051593,2232.698054,2242.221,2254.341113,2353.466327,2646.852079,2558.698106,2867.370986,3047.251535,1646.701933
Cape Verde,0,0,0,0,0,2.462907111,2.318030222,2.419835604,2.468780499,2.7477664,4.441571105,4.605875304,4.625520371,4.650523184,4.855010474,3.367496284,3.255341102,3.648054689,3.87691035,2.095040627
Central African Republic,22.18096606,20.26911902,19.58758096,20.87099679,23.20769872,36.94360667,34.77045334,36.29753406,37.03170748,41.216496,127.6951693,132.418915,132.9837107,133.7025415,139.5815511,182.9672981,176.8735332,198.2109714,210.6454624,113.8305408
Chad,79.01969158,72.20873652,69.78075717,74.35292608,82.67742671,73.88721334,69.54090667,72.59506812,74.06341496,82.43299199,93.27299321,96.72338138,97.13592779,97.66098686,101.95522,154.9048291,149.7456907,167.8105157,178.3378761,96.37186886
Chile,508.775909,464.9229176,449.2901383,478.728489,532.3265895,413.7683947,389.4290774,406.5323815,414.7551238,461.6247552,293.143693,303.9877701,305.2843445,306.9345301,320.4306913,410.8345467,397.1516144,445.0626721,472.9830627,255.5949565
China,40257.06709,36787.18421,35550.23522,37879.55474,42120.5227,32431.56084,30523.82197,31864.39523,32508.90161,36182.58795,26181.95127,27150.48345,27266.28621,27413.67154,28619.07299,27305.90487,26396.47588,29580.85945,31436.57373,16987.9861
Colombia,4951.900672,4525.080822,4372.927449,4659.450034,5181.11874,5842.015668,5498.367688,5739.850052,5855.947343,6517.7019,3474.418997,3602.945956,3618.31331,3637.871761,3797.831944,2571.644662,2485.995488,2785.897764,2960.667204,1599.912692
Comoros,13.86310379,12.66819939,12.2422381,13.044373,14.5048117,13.54598911,12.74916622,13.30909582,13.57829274,15.1127152,9.993534987,10.36321943,10.40742083,10.46367716,10.92377357,8.979990091,8.680909605,9.728145837,10.3384276,5.586775006
Costa Rica,152.4941416,139.3501933,134.6646191,143.488103,159.5529287,263.5310609,248.0292338,258.9224096,264.1595134,294.0110048,144.3510609,149.6909474,150.3294121,151.1420035,157.7878404,153.7823303,148.660577,166.5944975,177.0455727,95.67352198
Croatia,302.2156625,276.1667467,266.8807906,284.3673313,316.2048951,109.5993665,103.1523449,107.6826844,109.8607322,122.2756048,209.8642347,217.6276081,218.5558375,219.7372204,229.3992449,408.5895492,394.981387,442.6306356,470.3984558,254.1982628
Cuba,870.6029178,795.5629217,768.8125527,819.1866242,910.9021749,1116.928375,1051.226706,1097.395446,1119.591956,1246.112062,1032.665282,1070.866008,1075.433486,1081.24664,1128.789935,743.0941801,718.3452698,805.004068,855.5048839,462.3056318
Cyprus,38.8166906,35.47095829,34.27826668,36.52424439,40.61347277,22.166164,20.862272,21.77852043,22.21902449,24.7298976,36.64296162,37.99847126,38.16054306,38.36681627,40.05383641,42.65495293,41.23432062,46.20869273,49.1075311,26.53718128
Czech Republic,249.5358682,228.027589,220.3602858,234.7987139,261.0866107,150.2373338,141.3998436,147.6099718,150.5956104,167.6137504,214.3058058,222.2334834,223.1813579,224.3877436,234.2542554,294.0946755,284.2997896,318.5967762,338.5835039,182.9668815
Democratic Republic of the Congo,1347.493688,1231.348981,1189.945543,1267.913055,1409.867698,1413.708682,1330.549348,1388.985637,1417.080006,1577.217913,1585.640885,1644.297483,1651.310772,1660.236777,1733.238739,2001.415292,1934.757728,2168.160503,2304.177051,1245.15248
Denmark,52.67979439,48.13915768,46.52050478,49.56861738,55.11828447,65.26703845,61.4278009,64.1256435,65.42268322,72.81580959,51.07806771,52.96756599,53.19348427,53.48101661,55.83262046,102.1473873,98.74534675,110.6576589,117.599614,63.5495657
Djibouti,76.24707082,69.67509664,67.33230955,71.74405148,79.77646437,71.42430623,67.22287645,70.17523251,71.59463446,79.68522559,186.5459864,193.4467628,194.2718556,195.3219737,203.9104399,304.1971643,294.0658129,329.5409402,350.214235,189.2520033
Dominican Republic,288.3525588,263.4985473,254.6385525,271.3229583,301.7000834,438.3974658,412.6093796,430.7307375,439.4429288,489.1024192,560.748352,581.4917571,583.9719468,587.128552,612.9450724,776.7691429,750.8986808,841.4846149,894.2739874,483.256038
Ecuador,548.9789099,501.6606958,484.7926288,516.5571706,574.3905434,479.0354332,450.8568783,470.658025,480.177807,534.4405647,335.3386185,347.7435854,349.226788,351.1145004,366.5532908,288.4821817,278.874221,312.516685,332.1219867,179.4751471
Egypt,1949.152392,1781.148834,1721.258677,1834.038843,2039.376525,2641.467877,2486.087414,2595.273685,2647.767085,2946.979464,3395.58111,3521.19167,3536.210324,3555.324974,3711.655508,2720.936998,2630.31561,2947.628189,3132.543563,1692.792827
El Salvador,627.9986015,573.8694324,554.5733859,590.9100967,657.0679701,1020.874998,960.8235272,1003.021858,1023.309517,1138.949173,782.8269073,811.7855223,815.2479654,819.6547112,855.6955961,726.2566986,702.0685643,786.7637946,836.1203322,451.8304286
Equatorial Guinea,2.772620757,2.533639878,2.44844762,2.608874599,2.900962341,3.694360667,3.477045334,3.629753406,3.703170748,4.1216496,2.220785553,2.302937652,2.312760186,2.325261592,2.427505237,0,0,0,0,0
Eritrea,365.98594,334.4404639,323.1950858,344.3714471,382.927029,759.8068439,715.1123236,746.5192838,761.6187839,847.6859343,1324.698582,1373.702309,1379.561451,1387.01854,1448.006874,3666.080955,3543.981346,3971.515538,4220.663068,2280.800896
Estonia,73.47445007,67.14145677,64.88386193,69.13517688,76.87550203,38.17506023,35.92946845,37.50745186,38.26609773,42.5903792,33.31178329,34.54406478,34.69140278,34.87892388,36.41257856,37.04245913,35.80875212,40.12860158,42.64601385,23.0454469
Eswatini,2.772620757,2.533639878,2.44844762,2.608874599,2.900962341,18.47180334,17.38522667,18.14876703,18.51585374,20.608248,32.20139051,33.39259595,33.53502269,33.71629308,35.19882594,21.32747647,20.61716031,23.10434636,24.55376555,13.26859064
Ethiopia,1463.94376,1337.761856,1292.780343,1377.485788,1531.708116,1591.037994,1497.447524,1563.2138,1594.832202,1775.057094,1710.004876,1773.261992,1780.825343,1790.451426,1869.179033,2106.930175,2036.758416,2282.466217,2425.653576,1310.797086
Fiji,641.8617053,586.5376317,566.815624,603.9544697,671.5727818,354.658624,333.796352,348.456327,355.5043918,395.6783616,255.3903386,264.83783,265.9674213,267.4050831,279.1631023,154.9048291,149.7456907,167.8105157,178.3378761,96.37186886
Finland,74.86076045,68.4082767,66.10808574,70.43961418,78.3259832,65.26703845,61.4278009,64.1256435,65.42268322,72.81580959,62.18199547,64.48225425,64.75728519,65.10732457,67.97014664,94.28989596,91.14955085,102.1455313,108.5534898,58.66113757
France,3327.144909,3040.367854,2938.137144,3130.649519,3481.154809,3583.529847,3372.733974,3520.860804,3592.075626,3998.000112,4147.31702,4300.736065,4319.079646,4342.426023,4533.36603,6100.780768,5897.592963,6609.059078,7023.669251,3795.51527
Gabon,49.90717363,45.6055178,44.07205716,46.95974279,52.21732213,88.66465601,83.44908801,87.11408174,88.87609796,98.91959039,75.50670879,78.29988017,78.63384631,79.05889413,82.53517806,79.69741206,77.04307274,86.33729431,91.75354495,49.58262818
Gambia,22.18096606,20.26911902,19.58758096,20.87099679,23.20769872,17.24034978,16.22621156,16.93884923,17.28146349,19.2343648,36.64296162,37.99847126,38.16054306,38.36681627,40.05383641,53.87994055,52.08545763,58.36887502,62.0305656,33.52065004
Georgia,177.4477285,162.1529522,156.7006477,166.9679743,185.6615898,140.3857053,132.1277227,137.9306294,140.7204884,156.6226848,127.6951693,132.418915,132.9837107,133.7025415,139.5815511,135.8223501,131.2987578,147.1382058,156.3687175,84.49997197
Germany,1615.051591,1475.845229,1426.220739,1519.669454,1689.810563,2327.44722,2190.53856,2286.744646,2332.997571,2596.639248,1258.075016,1304.61418,1310.178645,1317.260692,1375.181717,1205.56367,1165.412114,1306.003579,1387.933905,750.0245446
Ghana,888.6249527,812.0315809,784.7274622,836.144309,929.7584302,788.1302756,741.7696712,774.3473932,790.0097596,879.2852479,465.2545733,482.4654381,484.5232589,487.1423035,508.5623472,826.1590884,798.6436836,894.989417,951.1353392,513.9833006
Greece,169.1298662,154.5520326,149.3553048,159.1413506,176.9587028,156.3946016,147.1949191,153.6595608,156.7675617,174.4831664,369.7607945,383.439119,385.0745709,387.1560551,404.179622,379.4045814,366.7684308,411.0141616,436.7985661,236.041244
Guatemala,292.5114899,267.2990071,258.3112239,275.2362702,306.0515269,280.7714107,264.2554454,275.8612588,281.4409769,313.2453696,344.2217607,356.955336,358.4778288,360.4155467,376.2633118,250.3172238,241.9803552,271.1720652,288.1836694,155.7313533
Guinea,232.9001436,212.8257497,205.6696001,219.1454663,243.6808366,366.9731596,345.3865032,360.555505,367.8482943,409.4171936,324.2346907,336.2288972,337.6629871,339.4881924,354.4157646,373.7920875,361.3428623,404.9340705,430.3370489,232.5495096
Guinea-Bissau,5.545241515,5.067279756,4.89689524,5.217749198,5.801924681,9.851628446,9.27212089,9.679342416,9.875121995,10.9910656,0,0,0,0,0,3.367496284,3.255341102,3.648054689,3.87691035,2.095040627
Guyana,1702.389145,1555.654885,1503.346839,1601.849004,1781.190877,1212.981752,1141.629885,1191.769035,1215.874396,1353.274952,723.9760902,750.7576745,753.9598205,758.035279,791.3667073,424.3045318,410.1729788,459.6548908,488.4907041,263.975119
Haiti,2351.182402,2148.526616,2076.283582,2212.32566,2460.016065,3001.052315,2824.519826,2948.569683,3008.209038,3348.153358,4917.929606,5099.85543,5121.607431,5149.291795,5375.710348,2369.594885,2290.675022,2567.014483,2728.052583,1474.210255
Honduras,178.8340388,163.4197721,157.9248715,168.2724116,187.112071,220.4301865,207.4637049,216.5752865,220.9558546,245.9250928,434.1635755,450.2243109,452.1446163,454.5886412,474.5772739,377.1595838,364.5982034,408.5821252,434.2139592,234.6445503
Hong Kong,1398.787172,1278.221318,1235.241824,1316.177235,1463.535501,1225.296288,1153.220036,1203.868213,1228.218298,1367.013784,1193.672235,1237.828988,1243.1086,1249.828106,1304.784065,1458.125891,1409.562697,1579.60768,1678.702182,907.1525917
Hungary,576.7051175,526.9970946,509.277105,542.6459166,603.4001668,358.3529847,337.2733974,352.0860804,359.2075626,399.8000112,433.0531828,449.0728421,450.9882362,453.4260104,473.3635213,571.3518696,552.3228736,618.9532789,657.7824561,355.4585598
India,32479.86586,29680.32435,28682.33964,30561.66149,33983.32334,29498.23847,27763.04797,28982.37103,29568.58403,32909.99817,31971.53921,33154.24191,33295.65201,33475.62851,34947.57915,55450.31631,53603.5317,60070.08453,63838.49813,34497.63732
Indonesia,662.656361,605.5399308,585.1789812,623.5210292,693.3299994,593.5606138,558.6452836,583.1803805,594.9761002,662.2117023,391.96865,406.4684956,408.2021727,410.408671,428.4546744,528.6969166,511.088553,572.7445862,608.674925,328.9213785
Iran,7018.889447,6413.909351,6198.24515,6604.366048,7343.786165,6657.237922,6265.635691,6540.815637,6673.113688,7427.212578,9935.794563,10303.34305,10347.28907,10403.22036,10860.65843,5758.418646,5566.633284,6238.173518,6629.516699,3582.519473
Iraq,2245.822813,2052.248301,1983.242572,2113.188425,2349.779496,4094.583073,3853.725245,4022.976691,4104.347579,4568.16164,4493.759566,4659.994339,4679.870235,4705.166831,4912.056847,3975.890613,3843.472727,4307.136569,4577.33882,2473.544634
Ireland,160.8120039,146.9511129,142.009962,151.3147268,168.2558158,354.658624,333.796352,348.456327,355.5043918,395.6783616,869.4375439,901.6000907,905.4456126,910.3399132,950.3683004,1426.695926,1379.179513,1545.55917,1642.517685,887.5988791
Israel,914.9648499,836.1011597,807.9877146,860.9286177,957.3175724,1030.726626,970.0956481,1012.7012,1033.184639,1149.940238,968.262501,1004.080816,1008.363441,1013.814054,1058.392283,1088.823799,1052.56029,1179.537683,1253.534347,677.3964695
Italy,357.6680777,326.8395443,315.849743,336.5448233,374.2241419,417.4627554,392.9061227,410.1621349,418.4582945,465.7464048,594.0601353,616.0358219,618.6633496,622.0074758,649.357651,951.8789497,920.1764181,1031.183459,1095.873326,592.1981507
Ivory Coast,260.6263512,238.1621485,230.1540763,245.2342123,272.69046,796.7504505,749.882777,782.8168179,798.6504914,888.9024303,1266.958158,1313.82593,1319.429686,1326.561738,1384.891738,1776.915539,1717.734988,1924.956858,2045.716361,1105.483104
Jamaica,2398.316955,2191.598494,2117.907191,2256.676528,2509.332425,2311.438324,2175.471364,2271.015714,2316.950498,2578.778766,2441.753715,2532.079948,2542.879824,2556.62512,2669.042008,3402.293746,3288.979626,3685.751254,3916.971757,2116.689381
Japan,1071.617923,979.2518128,946.3250051,1008.330033,1121.221945,1230.222102,1157.856096,1208.707884,1233.155859,1372.509317,1008.236641,1045.533694,1049.993124,1055.668763,1102.087378,997.9013989,964.6660798,1081.040206,1148.857767,620.8303726
Jordan,612.7491874,559.934413,541.106924,576.5612864,641.1126773,745.0294012,701.2041423,732.0002702,746.8061009,831.1993359,813.9179051,844.0266494,847.626608,852.2083734,889.6806694,1040.556352,1005.9004,1127.248899,1197.965298,647.3675539
Kazakhstan,877.5344697,801.8970214,774.9336717,825.7088106,918.1545808,810.2964397,762.6319432,796.1259137,812.2287841,904.0151455,445.2675033,461.7389992,463.7084172,466.2149492,486.7148001,478.1844724,462.2584364,518.0237658,550.5212697,297.4957691
Kenya,953.7815405,871.572118,842.2659813,897.4528621,997.9310452,745.0294012,701.2041423,732.0002702,746.8061009,831.1993359,765.0606229,793.3620211,796.7458839,801.0526184,836.2755542,780.1366392,754.1540219,845.1326696,898.1508978,485.3510787
Kuwait,786.0379847,718.2869054,694.1349003,739.6159489,822.4228236,515.9790398,485.6273316,506.955559,517.2095145,575.6570607,627.3719186,650.5798867,653.3547524,656.8863997,685.7702295,625.2318101,604.4083312,677.3221539,719.8130217,388.9792098
Kyrgyzstan,227.3549021,207.75847,200.7727048,213.9277171,237.8789119,258.6052467,243.3931734,254.0827384,259.2219524,288.515472,200.9810925,208.4158575,209.3047968,210.4361741,219.689224,171.7423105,166.0223962,186.0507891,197.7224279,106.847072
Laos,65.1565878,59.54053713,57.53851907,61.30855308,68.172615,76.35012045,71.8589369,75.01490372,76.53219546,85.18075839,33.31178329,34.54406478,34.69140278,34.87892388,36.41257856,25.81747151,24.95761511,27.96841928,29.72297935,16.06197814
Latvia,180.2203492,164.6865921,159.1490953,169.5768489,188.5625521,81.27593468,76.49499734,79.85457493,81.46975646,90.67629119,152.1238104,157.7512292,158.4240727,159.280419,166.2841087,94.28989596,91.14955085,102.1455313,108.5534898,58.66113757
Lebanon,2381.68123,2176.396655,2103.216506,2241.023281,2491.926651,2643.930784,2488.405444,2597.693521,2650.235865,2949.72723,1926.531467,1997.798413,2006.319461,2017.164431,2105.860793,2240.507528,2165.886946,2427.172386,2579.437686,1393.900364
Lesotho,6.931551893,6.334099695,6.12111905,6.522186498,7.252405851,4.925814223,4.636060445,4.839671208,4.937560998,5.495532799,6.662356658,6.908812956,6.938280557,6.975784776,7.282515712,10.10248885,9.766023305,10.94416407,11.63073105,6.285121882
Liberia,227.3549021,207.75847,200.7727048,213.9277171,237.8789119,135.4598911,127.4916622,133.0909582,135.7829274,151.127152,96.60417154,100.1777879,100.6050681,101.1488792,105.5964778,74.08491825,71.61750424,80.25720316,85.2920277,46.0908938
Libya,264.7852823,241.9626083,233.8267477,249.1475242,277.0419035,374.3618809,352.3405938,367.8150118,375.2546358,417.6604928,333.1178329,345.4406478,346.9140278,348.7892388,364.1257856,616.25182,595.7274216,667.5940081,709.4745941,383.3924348
Lithuania,238.4453851,217.8930295,210.5664953,224.3632155,249.4827613,120.6824485,113.5834809,118.5719446,120.9702444,134.6405536,124.3639909,128.9645085,129.5145704,130.2146491,135.9402933,117.8623699,113.9369386,127.6819141,135.6918623,73.32642196
Luxembourg,6.931551893,6.334099695,6.12111905,6.522186498,7.252405851,12.31453556,11.59015111,12.09917802,12.34390249,13.738832,11.10392776,11.51468826,11.56380093,11.62630796,12.13752619,11.22498761,10.85113701,12.1601823,12.9230345,6.983468758
Macao,38.8166906,35.47095829,34.27826668,36.52424439,40.61347277,34.48069956,32.45242311,33.87769845,34.56292698,38.4687296,43.30531828,44.90728421,45.09882362,45.34260104,47.33635213,41.53245417,40.14920692,44.9926745,47.81522765,25.8388344
Madagascar,115.0637614,105.1460549,101.6105762,108.2682959,120.3899371,230.2818149,216.7358258,226.254629,230.8309766,256.9161584,165.4485237,171.5688551,172.3006338,173.2319886,180.8491402,149.2923353,144.3201222,161.7304245,171.8763589,92.88013448
Malawi,11.09048303,10.13455951,9.79379048,10.4354984,11.60384936,17.24034978,16.22621156,16.93884923,17.28146349,19.2343648,29.98060496,31.0896583,31.2222625,31.39103149,32.7713207,52.75744179,51.00034393,57.15285679,60.73826215,32.82230316
Malaysia,618.2944289,565.0016928,546.0038193,581.7790356,646.914602,676.0680021,636.2992961,664.2448733,677.6802469,754.2618767,376.4231512,390.347932,392.0128514,394.1318398,411.4621377,417.5695392,403.6622966,452.3587814,480.7368834,259.7850378
Mali,76.24707082,69.67509664,67.33230955,71.74405148,79.77646437,145.3115196,136.7637831,142.7703006,145.6580494,162.1182176,125.4743837,130.1159773,130.6709505,131.3772799,137.1540459,228.9897473,221.3631949,248.0677189,263.6299038,142.4627627
Mauritania,38.8166906,35.47095829,34.27826668,36.52424439,40.61347277,99.74773801,93.88022401,98.00334196,99.9856102,111.2845392,77.72749434,80.60281782,80.94660649,81.38415572,84.9626833,65.10492816,62.93659463,70.52905732,74.9536001,40.5041188
Mauritius,597.4997732,545.9993937,527.6404621,562.2124761,625.1573844,934.6732488,879.6924694,918.3276117,936.9021993,1042.777349,855.0024378,886.630996,890.4126714,895.2257129,934.5895163,570.2293708,551.2377599,617.7372607,656.4901526,354.7602129
Mexico,3181.582319,2907.35176,2809.593644,2993.683603,3328.854286,4031.778941,3794.615474,3961.270884,4041.393677,4498.093596,4386.051467,4548.301863,4567.701366,4592.391644,4794.322843,3849.048253,3720.854879,4169.72651,4431.30853,2394.631437
Moldova,797.1284677,728.4214649,703.9286908,750.0514473,834.0266729,1506.067699,1417.475481,1479.729472,1509.659275,1680.259153,1236.977553,1282.736272,1288.207423,1295.170707,1352.120417,664.5192668,642.3873107,719.882792,765.0436424,413.4213505
Mongolia,47.13455287,43.07187793,41.62360954,44.35086819,49.31635979,176.0978585,165.7391609,173.0182457,176.5178057,196.4652976,94.38338599,97.87485021,98.29230788,98.82361766,103.1689726,99.90238977,96.57511935,108.2256224,115.0150071,62.15287195
Montenegro,40.20300098,36.73777823,35.50249049,37.82868169,42.06395394,32.01779245,30.13439289,31.45786285,32.09414648,35.7209632,18.8766772,19.57497004,19.65846158,19.76472353,20.63379452,15.71498266,15.19159181,17.02425522,18.0922483,9.776856261
Morocco,3887.214302,3552.163109,3432.723563,3657.642188,4067.149202,4814.983403,4531.749085,4730.778606,4826.465875,5371.883311,3171.281769,3288.594967,3302.621545,3320.473553,3466.477479,2881.454321,2785.486869,3121.518796,3317.342956,1792.65643
Mozambique,13.86310379,12.66819939,12.2422381,13.044373,14.5048117,19.70325689,18.54424178,19.35868483,19.75024399,21.9821312,13.32471332,13.81762591,13.87656111,13.95156955,14.56503142,29.1849678,28.21295622,31.61647397,33.5998897,18.15701877
Myanmar,224.5822813,205.2248301,198.3242572,211.3188425,234.9779496,850.934407,800.8794419,836.0532011,852.9636623,949.3532911,290.9229074,301.6848324,302.9715843,304.6092685,318.0031861,139.1898464,134.5540989,150.7862605,160.2456278,86.5950126
Namibia,33.27144909,30.40367854,29.38137144,31.30649519,34.81154809,28.32343178,26.65734756,27.82810944,28.39097574,31.5993136,75.50670879,78.29988017,78.63384631,79.05889413,82.53517806,135.8223501,131.2987578,147.1382058,156.3687175,84.49997197
Nepal,515.7074609,471.2570173,455.4112573,485.2506755,539.5789954,954.3765057,898.2367112,937.6862965,956.6524433,1064.75948,1754.420587,1819.320745,1827.080547,1836.956658,1917.729137,1097.803789,1061.241199,1189.265829,1263.872774,682.9832445
Netherlands,772.1748809,705.618706,681.8926622,726.5715759,807.9180119,658.8276523,620.0730845,647.306024,660.3987834,735.0275119,383.0855078,397.256745,398.951132,401.1076246,418.7446534,388.3845714,375.4493404,420.7423075,447.1369937,241.628019
New Zealand,221.8096606,202.6911902,195.8758096,208.7099679,232.0769872,278.3085036,261.9374151,273.4414232,278.9721964,310.4976032,264.2734808,274.0495806,275.2184621,276.7061294,288.8731232,385.0170752,372.1939993,417.0942528,443.2600834,239.5329784
Nicaragua,117.8363822,107.6796948,104.0590239,110.8771705,123.2908995,142.8486125,134.4457529,140.350465,143.1892689,159.3704512,119.9224198,124.3586332,124.88905,125.564126,131.0852828,123.4748638,119.3625071,133.7620053,142.1533795,76.81815634
Niger,38.8166906,35.47095829,34.27826668,36.52424439,40.61347277,71.42430623,67.22287645,70.17523251,71.59463446,79.68522559,77.72749434,80.60281782,80.94660649,81.38415572,84.9626833,85.30990587,82.46864124,92.41738545,98.2150622,53.07436256
Nigeria,1548.508693,1415.037872,1367.457996,1457.056464,1620.187467,2996.126501,2819.883766,2943.730012,3003.271477,3342.657825,3739.802871,3878.147006,3894.688152,3915.740521,4087.918819,9060.810002,8759.037791,9815.69915,10431.47345,5637.055981
North Korea,8.317862272,7.600919634,7.34534286,7.826623798,8.702887022,3.694360667,3.477045334,3.629753406,3.703170748,4.1216496,12.21432054,12.66615709,12.72018102,12.78893876,13.3512788,17.95998018,17.36181921,19.45629167,20.6768552,11.17355001
North Macedonia,518.4800816,473.7906572,457.8597049,487.8595501,542.4799577,233.9761756,220.2128711,229.8843824,234.5341474,261.037808,153.2342031,158.902698,159.5804528,160.4430498,167.4978614,93.1673972,90.06443715,100.9295131,107.2611864,57.96279069
Norway,51.29348401,46.87233774,45.29628097,48.26418009,53.6678033,51.72104934,48.67863467,50.81654768,51.84439047,57.70309439,49.96767493,51.81609717,52.03710417,52.31838582,54.61886784,89.79990091,86.80909605,97.28145837,103.384276,55.86775006
